SELECTED COLUMNS;
Diagnose
mean_open_cases
Age
std_Leucocytes
std_CRP
Classification
----------------;
LENGHT;NUMBEROFSAMPLES;ROC_AUC_SCORE
1;157;0.48880895283772985
2;157;0.4888089528377298
3;157;0.4916067146282973
4;157;0.48521183053557154
5;157;0.5011990407673861
6;157;0.5043964828137489
7;157;0.5279776179056754
8;157;0.5271782573940847
9;154;0.5245098039215687
10;152;0.5199004975124377
11;141;0.5740000000000001
12;129;0.5366459627329192
13;109;0.604040404040404
14;90;0.6036585365853658
15;78;0.6160714285714286
16;60;0.5462962962962963
17;49;0.5136363636363637
18;38;0.2222222222222222
19;36;0.25
20;32;0.23333333333333334
21;28;0.23076923076923078
22;24;0.2272727272727273
23;21;0.2631578947368421
24;19;0.29411764705882354
25;17;0.3
26;16;0.25
27;16;0.25
28;15;0.23076923076923073
29;13;0.18181818181818182
ROC_AUC_SCORE weighted;0.49473779836262044;
F1_SCORE weighted;0.0;
